sgRNA	condition	time	group	reference_group	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	fitness
mut1	LD_N2	10.8	10	5	9062.29795425932	0.725671308636048	0.9160515529581029	0.7921730019371931	0.4282598084151317	0.5048306625869463	0.0949481435945861
mut2	HL_5N2	0	26	26	NA	0	0	NA	1	1	-2.478770944684825
mut2	HL_5N2	2.2	27	26	2380.549472334842	-0.1380453556093406	0.31608527467118186	-0.4367345354918758	0.6623038802154628	0.9991336400486256	-2.478770944684825
mut2	HL_5N2	4.1	28	26	2380.549472334842	-0.7483804182024255	0.3158927225518314	-2.369096736882351	0.017831588828846216	0.07132635531538487	-2.478770944684825
mut2	HL_5N2	5.2	29	26	2380.549472334842	-1.1467828201388017	0.3159587129974709	-3.629533774395331	2.8393358095727924e-4	0.001135734323829117	-2.478770944684825
mut2	HL_5N2	7.3	30	26	2380.549472334842	-1.6278276222784251	0.32025849178154125	-5.0828554559884065	3.7180263915869604e-7	1.4872105566347842e-6	-2.478770944684825
mut2	HL_5N2	8.8	31	26	2380.549472334842	-2.074089002558977	0.31722090149973686	-6.538311292708742	6.22173225843395e-11	2.48869290337358e-10	-2.478770944684825
mut2	HL_5N2	10.01	32	26	2380.549472334842	-2.554525862145591	0.3172954065486756	-8.050938681817023	8.216142857897073e-16	4.381942857545106e-15	-2.478770944684825
mut2	HL_5N2	11.6	33	26	2380.549472334842	-2.2888538805971206	0.32061323452192086	-7.138987521866094	9.402086797387612e-13	5.014446291940059e-12	-2.478770944684825
mut2	LD_N2	0	5	5	NA	0	0	NA	1	1	-1.7903093049990768
mut2	LD_N2	3.4	6	5	2380.549472334842	-0.32865660330361773	0.3648694950373733	-0.9007511117638203	0.3677206662832063	0.9429977712811921	-1.7903093049990768
mut2	LD_N2	5.8	7	5	2380.549472334842	-0.8948289464048965	0.3648138100468374	-2.4528373700820483	0.014173440158740093	0.0453550085079683	-1.7903093049990768
mut2	LD_N2	7.4	8	5	2380.549472334842	-1.3668112550400575	0.3675487000529062	-3.7187215050503895	2.0023366292895318e-4	6.407477213726502e-4	-1.7903093049990768
mut2	LD_N2	9.5	9	5	2380.549472334842	-1.8527309118597166	0.36878753643691026	-5.023843619445826	5.064748193490654e-7	2.484526351043655e-6	-1.7903093049990768
mut2	LD_N2	10.8	10	5	2380.549472334842	-1.9179458963370866	0.366150491793221	-5.238135518933627	1.6220694004352837e-7	3.2441388008705675e-7	-1.7903093049990768
mut4	HL_5N2	0	26	26	NA	0	0	NA	1	1	-2.3868296535686992
mut4	HL_5N2	2.2	27	26	2268.129909681757	-0.02837724831637219	0.27827776218273836	-0.10197454548214142	0.9187768795007942	0.9991336400486256	-2.3868296535686992
mut4	HL_5N2	4.1	28	26	2268.129909681757	-0.7644437539093727	0.27806344490523044	-2.7491702628150576	0.005974634231997778	0.032007919097095994	-2.3868296535686992
mut4	HL_5N2	5.2	29	26	2268.129909681757	-1.1133640633053667	0.2781404561899023	-4.002884292909946	6.257490992003048e-5	3.337328529068292e-4	-2.3868296535686992
mut4	HL_5N2	7.3	30	26	2268.129909681757	-1.7117143177966974	0.28354099960575585	-6.036919952235189	1.5708359548322585e-9	8.377791759105379e-9	-2.3868296535686992
mut4	HL_5N2	8.8	31	26	2268.129909681757	-1.9713618704211917	0.2796104719077137	-7.050386407100825	1.7842161832801388e-12	9.51581964416074e-12	-2.3868296535686992
mut4	HL_5N2	10.01	32	26	2268.129909681757	-2.4400206248580396	0.27968249864749745	-8.724252095349595	2.6794559142300305e-18	2.1435647313840244e-17	-2.3868296535686992
mut4	HL_5N2	11.6	33	26	2268.129909681757	-2.12462958269336	0.28330036179903473	-7.4995653701300675	6.40297843979854e-14	5.122382751838832e-13	-2.3868296535686992
mut4	LD_N2	0	5	5	NA	0	0	NA	1	1	-1.770375375071942
mut4	LD_N2	3.4	6	5	2268.129909681757	-0.4222432382214498	0.3211887447314225	-1.3146265090158402	0.18863545642910895	0.9429977712811921	-1.770375375071942
mut4	LD_N2	5.8	7	5	2268.129909681757	-1.0277316639035403	0.321126334691614	-3.2003967064566594	0.001372385509642384	0.0073193893847593805	-1.770375375071942
mut4	LD_N2	7.4	8	5	2268.129909681757	-1.4085129551893665	0.32429832446626133	-4.343263128193875	1.4038182632619118e-5	7.487030737396862e-5	-1.770375375071942
mut4	LD_N2	9.5	9	5	2268.129909681757	-1.6196619866241957	0.32493786638947025	-4.98452828727222	6.211315877609137e-7	2.484526351043655e-6	-1.770375375071942
mut4	LD_N2	10.8	10	5	2268.129909681757	-1.416744557504216	0.32213608170402774	-4.397969175045386	1.092684930627348e-5	1.456913240836464e-5	-1.770375375071942
mut5	HL_5N2	0	26	26	NA	0	0	NA	1	1	0.3598680366591064
mut5	HL_5N2	2.2	27	26	4009.196786972631	-0.011594157145839126	0.1302323749573545	-0.08902668902134138	0.9290606995593403	0.9991336400486256	0.3598680366591064
mut5	HL_5N2	4.1	28	26	4009.196786972631	-0.06841031077037507	0.129536145131298	-0.5281175435708257	0.5974177550837231	0.7086126847305967	0.3598680366591064
mut5	HL_5N2	5.2	29	26	4009.196786972631	0.009417964733664635	0.12957527342528574	0.07268334833262087	0.9420580996030696	0.988657017558788	0.3598680366591064
mut5	HL_5N2	7.3	30	26	4009.196786972631	0.32457338623919263	0.13275498784463882	2.4449053968430627	0.01448901420087573	0.03863737120233528	0.3598680366591064
mut5	HL_5N2	8.8	31	26	4009.196786972631	0.44425436713193023	0.13016601313263368	3.4129828243203066	6.425599176570588e-4	0.0017134931137521565	0.3598680366591064
mut5	HL_5N2	10.01	32	26	4009.196786972631	0.43932033268597026	0.12996165744772534	3.380384194181878	7.238457120084288e-4	0.001158153139213486	0.3598680366591064
mut5	HL_5N2	11.6	33	26	4009.196786972631	0.49975362125637207	0.13167843722366704	3.795257840184555	1.4749009406336028e-4	2.3598415050137645e-4	0.3598680366591064
mut5	LD_N2	0	5	5	NA	0	0	NA	1	1	0.11653988462182102
mut5	LD_N2	3.4	6	5	4009.196786972631	-0.08686558959601398	0.14988198192296298	-0.5795599209560863	0.56221142732024465	0.9429977712811921	0.11653988462182102
mut5	LD_N2	5.8	7	5	4009.196786972631	-0.16057314536016895	0.14959687575763855	-1.0733723184186883	0.28310409942631776	0.7549442651368473	0.11653988462182102
mut5	LD_N2	7.4	8	5	4009.196786972631	-0.08516523723789426	0.15267912503530537	-0.5578053792108171	0.5769772890835312	0.9705955303257396	0.11653988462182102
mut5	LD_N2	9.5	9	5	4009.196786972631	0.4792364511061394	0.1517645580734154	3.1577626370071923	0.0015898495195055004	0.002119799359340667	0.11653988462182102
mut5	LD_N2	10.8	10	5	4009.196786972631	0.8388086146404294	0.1499678288579035	5.593257040716457	2.2284899275088778e-8	5.093691262877435e-8	0.11653988462182102
