"","HL_5N2_t0_R1","HL_5N2_t0_R2","HL_5N2_t0_R3","HL_5N2_t0_R4","HL_5N2_t1_R1","HL_5N2_t1_R2","HL_5N2_t1_R3","HL_5N2_t1_R4","HL_5N2_t2_R1","HL_5N2_t2_R2","HL_5N2_t2_R3","HL_5N2_t2_R4","HL_5N2_t3_R1","HL_5N2_t3_R2","HL_5N2_t3_R3","HL_5N2_t3_R4","HL_5N2_t4_R1","HL_5N2_t4_R2","HL_5N2_t4_R3","HL_5N2_t4_R4","HL_5N2_t5_R1","HL_5N2_t5_R2","HL_5N2_t5_R3","HL_5N2_t5_R4","HL_5N2_t6_R1","HL_5N2_t6_R2","HL_5N2_t6_R3","HL_5N2_t6_R4","HL_5N2_t7_R1","HL_5N2_t7_R2","HL_5N2_t7_R3","HL_5N2_t7_R4","HL_5O2_t0_R1","HL_5O2_t0_R2","HL_5O2_t0_R3","HL_5O2_t0_R4","HL_5O2_t1_R1","HL_5O2_t1_R2","HL_5O2_t1_R3","HL_5O2_t1_R4","HL_5O2_t2_R1","HL_5O2_t2_R2","HL_5O2_t2_R3","HL_5O2_t2_R4","HL_5O2_t3_R1","HL_5O2_t3_R2","HL_5O2_t3_R3","HL_5O2_t3_R4","HL_5O2_t4_R1","HL_5O2_t4_R2","HL_5O2_t4_R3","HL_5O2_t4_R4","HL_5O2_t5_R1","HL_5O2_t5_R2","HL_5O2_t5_R3","HL_5O2_t5_R4","HL_5O2_t6_R1","HL_5O2_t6_R2","HL_5O2_t6_R3","HL_5O2_t6_R4","HL_5O2_t7_R1","HL_5O2_t7_R2","HL_5O2_t7_R3","HL_5O2_t7_R4","LD_N2_t0_R1","LD_N2_t0_R2","LD_N2_t1_R1","LD_N2_t1_R2","LD_N2_t2_R1","LD_N2_t2_R2","LD_N2_t3_R1","LD_N2_t3_R2","LD_N2_t4_R1","LD_N2_t4_R2","LD_N2_t5_R1","LD_N2_t5_R2","pool_t0_R1","pool_t0_R2","pool_t0_R3","pool_t1_R1","pool_t1_R2","pool_t1_R3"
"HL_5O2_t3_R3",0.203399432141248,0.0407269067713179,0.0308186948073342,0.10709441184739,0.177133550451226,0.269162849669499,0.105622182861686,0.187188688427753,0.953828877652015,0.964993963568672,0.922757398697061,0.942617905645161,0.8956611987311,0.934283187439823,0.719555096790432,0.85595047837155,0.725083073904295,0.941438431233381,0.422591454150424,0.581756787177693,0.853354446420971,0.936023442368634,0.42439345917995,0.719357602845385,0.886809192588989,0.929872191405808,0.575478257969544,0.829614230374992,0.911250207582575,0.925052397868865,0.744053734886692,0.886407362068706,-0.0384226305943801,-0.0032471886978529,0.0375779697799722,-0.111943105937365,-0.0418425521385721,0.175017335334675,0.152815878413258,0.168550382961906,0.740683614570971,0.853277747844029,0.8421307762308,0.974119529921541,0.959145304442988,0.953980344562166,1,0.948068736286747,0.94423603437914,0.672642986001606,0.806848591474986,0.933592851602717,0.922857302104414,0.812143334460466,0.886493982805849,0.931677884645852,0.928222850043404,0.959923604820088,0.879396166167677,0.934597875898144,0.930366535635457,0.959232234975928,0.880940004667936,0.928604712431986,0.10976118703633,0.0270921267888683,0.126583622502,-0.239641716135463,-0.00435184830169503,-0.66708994747687,-0.332670684722498,-0.594198215032763,-0.47398002491804,-0.556611120625882,-0.498940207258075,-0.553589736376024,0.494402980191271,0.425153371338207,0.580686194139908,-0.393161392198467,-0.351951089257321,-0.393209279539578
"HL_5O2_t3_R4",0.0836968366242981,-0.0779785724914802,-0.107010187255797,-0.02252255876727,0.0159536452956393,0.129878372547577,-0.0699575732627119,0.0726164140537327,0.897254698617904,0.969174882839119,0.91724929025276,0.880716225217575,0.877793349640123,0.960049267142208,0.675738006764094,0.815847392025884,0.673260681558824,0.955127545305122,0.381615885418431,0.5254106785723,0.829167954914125,0.969937910479324,0.380959010746677,0.684988005829344,0.870572477428545,0.973811794829181,0.545882254256191,0.806968259125964,0.914317519809312,0.972492941945043,0.715872325516311,0.878037165090928,-0.135097824886468,-0.0918456183857572,-0.0873374001033694,-0.203632103374175,-0.150576820693521,0.0561252529266787,0.0349836600764992,0.0379993246157853,0.67101336615489,0.75932443258896,0.746529119912183,0.963585746763461,0.881436173257291,0.859515597568567,0.948068736286747,1,0.921218927954223,0.502346114860501,0.748095618466682,0.93841072548663,0.925731625930093,0.69621390415036,0.867228225206175,0.944527952555913,0.936099501800938,0.921614448720987,0.859382345949782,0.95854131248382,0.957726375138687,0.945958248876601,0.864994141144231,0.967603024871293,-0.0253641568766324,-0.0908654462652614,-0.0943574884405704,-0.439621165353549,-0.147340666919962,-0.785597082062621,-0.423807562532102,-0.677163652717389,-0.527414894043247,-0.608444645441524,-0.542467699514658,-0.5988194230907,0.421399536141417,0.284583072374946,0.456703668232604,-0.461054978388219,-0.438737037387683,-0.463281709460622
"HL_5O2_t4_R1",-0.056951258717057,-0.194018552291036,-0.228294772259413,-0.155287154441266,-0.0654562820136856,0.0283442581202053,-0.124618963922377,-0.0282938487247293,0.955415272057932,0.970314666911851,0.947895566135484,0.934125552018568,0.952765755318366,0.974948772266958,0.804528714513086,0.93515077215997,0.835128339013846,0.987459240431837,0.56921248584239,0.730211921506032,0.955196419950022,0.973009784061766,0.568288157437146,0.852132121713269,0.979801190348264,0.957738868003242,0.713897363643381,0.938916070108312,0.982914365044395,0.949927092994344,0.863642577886923,0.972607709536544,-0.294517778877708,-0.255289930791242,-0.213023431208613,-0.356272959123022,-0.306045187221627,-0.102277199200567,-0.128232965694431,-0.0927703641347543,0.534492884841153,0.680089600039056,0.686718794744109,0.896710460378788,0.884280823684376,0.905403194126996,0.94423603437914,0.921218927954223,1,0.681038219521504,0.917892494923164,0.991055183331121,0.988440139975511,0.830350325471362,0.967074822446392,0.98725492310964,0.985009984307755,0.923851099033768,0.957941230087086,0.980503723591954,0.957908648840292,0.979274652350599,0.953427815211619,0.960077768302896,-0.13001515526638,-0.205081855240334,-0.109969774368922,-0.456580535409142,0.106965968141651,-0.616877049490582,-0.185523274212697,-0.489151457400996,-0.338047994012939,-0.426409209807674,-0.362079680260502,-0.424275508035568,0.525681184057555,0.438149599620055,0.542504934736618,-0.594285034989517,-0.544061285975243,-0.598631962428345
"HL_5O2_t4_R2",0.0104881738344819,-0.0321493271607202,-0.0916046291904105,-0.069364700931843,0.110711925377196,0.151263675211686,0.200750357299493,0.0187762594371806,0.72783414083581,0.633178710338201,0.666339953029851,0.737543428686172,0.709433995797578,0.605474203678854,0.796977732111495,0.780132581435951,0.758775657283699,0.597298161058244,0.67491399484737,0.764915243159104,0.72927872589938,0.548542617476781,0.686345130969464,0.76520990845522,0.688607171266023,0.504873352147908,0.727681521572467,0.732035661672616,0.634881457649161,0.488803097158366,0.766139331354245,0.685002309614415,-0.181355633539189,-0.200673517345026,-0.0685848598053388,-0.18497172713916,-0.100977538540052,0.0124233731626908,-0.0373231651639408,0.00521218079724384,0.374635337655962,0.600884387695504,0.536082558512673,0.574077849241423,0.702200288377778,0.809902028778151,0.672642986001606,0.502346114860501,0.681038219521504,1,0.761740095996433,0.607729058858614,0.609740610849646,0.874608287220436,0.661424302190053,0.589157214678007,0.581357063979922,0.649655746723077,0.620326071463189,0.560921974531325,0.550213534466857,0.627316146995913,0.596576810979337,0.503709884301032,0.0790604301864355,0.0103198569483672,0.272460470138376,-0.0197102673502128,0.503132811072679,-0.0358736680647505,0.208680453232458,0.0490149225140624,0.0839764577906578,0.0151264981084533,0.0640621738139971,0.0084000176860359,0.567417521105433,0.60350141612454,0.62806143239771,-0.362620574695343,-0.305400195263291,-0.389565502693386
"HL_5O2_t4_R3",-0.227645220909649,-0.312623672523768,-0.342058767062959,-0.291705107328917,-0.188163887070656,-0.122436793658516,-0.185503970598675,-0.180405172487612,0.826900502173401,0.837188857765059,0.834280491814676,0.81057266494067,0.878417776906879,0.842394242651705,0.827829121988447,0.90013110303549,0.945784898768261,0.875857663918965,0.652880720588653,0.840826310240843,0.969217658752067,0.839029255871699,0.693756593280433,0.935126859484796,0.967842276305899,0.793115956812235,0.814101004462288,0.979093306600007,0.938037336750928,0.7741796674109,0.924199555837739,0.967367469640801,-0.395233196430409,-0.408729261471801,-0.320802605264455,-0.443565291402434,-0.40895936272852,-0.244740173789269,-0.258183353071983,-0.23826403310051,0.302563526511094,0.518274807402397,0.497119496955634,0.710512285569304,0.777522493690561,0.837219179780565,0.806848591474986,0.748095618466682,0.917892494923164,0.761740095996433,1,0.904175788812976,0.915800554652196,0.909764642461431,0.964827652147614,0.886813312908068,0.893424640166538,0.795069044516551,0.946996563498198,0.86093826111695,0.808845953409922,0.876663945406666,0.931468294770946,0.793386166451033,-0.245839031505566,-0.298975329026087,-0.126435049514598,-0.464106888365021,0.257624759466696,-0.409901952761327,-0.00748828830764066,-0.293092969964891,-0.155974382668979,-0.233856987287381,-0.178239876566833,-0.244943099992662,0.47678595823819,0.443271939354452,0.494916625621292,-0.628025123873005,-0.569555350523162,-0.626836851099745
"HL_5O2_t4_R4",-0.0697676387772042,-0.205599457761818,-0.234162328626588,-0.163974402290418,-0.0840636588900202,0.00244126062672725,-0.158943318004406,-0.0411405529392364,0.920855742911955,0.969308676633435,0.930114533654262,0.896589075994312,0.926911115308803,0.973951017198648,0.752252190551513,0.895410935372285,0.809049563669861,0.992204105775185,0.503287333859561,0.676922349683571,0.938865751322368,0.987095847362503,0.509234760434002,0.819600609761405,0.975768431061966,0.974108905545659,0.668183199496221,0.926532913293764,0.99183727093664,0.967185784396467,0.832983998948537,0.971949100167896,-0.287602126832065,-0.248311718750961,-0.212701647002681,-0.344893351664987,-0.315800192205083,-0.108332884123545,-0.133541615541262,-0.0993767262601895,0.527770750330457,0.658932820855294,0.669325340798383,0.896019249900133,0.86984993183624,0.87369704151302,0.933592851602717,0.93841072548663,0.991055183331121,0.607729058858614,0.904175788812976,1,0.998771531531227,0.79130624279221,0.974395084979432,0.998507233329442,0.998338293571205,0.925136232061984,0.971620579877403,0.994796569132984,0.96476691375202,0.984817238512364,0.971151696755513,0.975324450723853,-0.142900852191455,-0.216369277553049,-0.172846487738577,-0.503986753600523,0.00902484660118932,-0.691327683577718,-0.262775581168732,-0.565762047601287,-0.404169540477458,-0.488889857530893,-0.425246968879794,-0.488305228977228,0.453574200178413,0.359786549712545,0.464181655909176,-0.58944492694272,-0.541476283482924,-0.587059853465395
"HL_5O2_t5_R1",-0.0885048117131759,-0.221862163248514,-0.249223490838858,-0.180066112944645,-0.101296796744427,-0.0187035770771081,-0.172259387490809,-0.0584010197172239,0.907254933575867,0.96148910169779,0.919893664829342,0.882675197971339,0.920340702351129,0.965100974193995,0.748694203373035,0.890605683318539,0.821549705527666,0.988109599017982,0.503166676837883,0.683384287050141,0.943045783536742,0.981515556571512,0.513771390014201,0.826368667356998,0.980164104033166,0.965672997564531,0.673299975722485,0.933912715906206,0.995273658150083,0.957725090257377,0.837013914247432,0.976696135484183,-0.301396334353547,-0.266028343422342,-0.225456555813806,-0.35690154411526,-0.336219333129358,-0.12549345017976,-0.152401471474134,-0.115943826809845,0.502581082602229,0.639121309132493,0.648816767926399,0.879709999764994,0.85665883220057,0.864459314077915,0.922857302104414,0.925731625930093,0.988440139975511,0.609740610849646,0.915800554652196,0.998771531531227,1,0.793199199918714,0.98265116669174,0.996857338221654,0.998122690440344,0.916382074799988,0.98059037620775,0.991227015105109,0.956422522853348,0.980657237746392,0.979867633402458,0.966771714159142,-0.157729398388484,-0.229239304690723,-0.186766024995124,-0.511675887586118,0.0156642820246471,-0.680878823389515,-0.250904890462209,-0.559344398266284,-0.39455691507048,-0.479902227761544,-0.416668647373689,-0.479393326554151,0.436010250015869,0.346797657308919,0.447148476173355,-0.599917096176574,-0.55012062823973,-0.595964731012567
"HL_5O2_t5_R2",-0.0168849569023146,-0.117568906906922,-0.137666232843424,-0.0802310647627385,0.0159984359800023,0.0871825133660591,0.0543882975225766,-0.00226812283314423,0.838336550377062,0.778892497025433,0.813965953376987,0.835397133061628,0.839206287007516,0.764217044504183,0.844752507370736,0.870684180817094,0.872648693063373,0.776724108106682,0.656491271819512,0.817130492430943,0.885603149399377,0.730557873097159,0.70848591094784,0.879944834077909,0.861920678242248,0.685159694282041,0.79568496192034,0.887717934145612,0.818652429471253,0.666114704568473,0.882345217450333,0.868689760510073,-0.195253058373321,-0.218391224616228,-0.136007989279251,-0.255079203444641,-0.163521605641744,-0.0164228741617615,-0.0224760220877771,-0.051343346503487,0.452965757660401,0.687563742791139,0.60201651532901,0.737547501529259,0.818670514963786,0.91605631261968,0.812143334460466,0.69621390415036,0.830350325471362,0.874608287220436,0.909764642461431,0.79130624279221,0.793199199918714,1,0.842327014286045,0.768832933256216,0.768110054247825,0.764992742848783,0.809664722854276,0.742821940370841,0.724767246336929,0.795834490896016,0.788675738659693,0.682444480943059,-0.0631906435635334,-0.10599004642277,0.190885650691596,-0.214150793640229,0.337405293021424,-0.289670803761995,-0.00425444633543188,-0.204127610339478,-0.13451323534073,-0.183528513486785,-0.149831750812631,-0.21279195002254,0.558931969545667,0.556714568882998,0.628555840493466,-0.468631003082034,-0.417438017342945,-0.467242381802898
"HL_5O2_t5_R3",-0.130304345717697,-0.249952330736422,-0.272690169350996,-0.209586270118019,-0.130871826897497,-0.059525993950792,-0.173781721859097,-0.0952871835018081,0.8640207281311,0.919481083200371,0.878686483436489,0.84256132472883,0.895601621426996,0.916408706781482,0.758464503928591,0.880901520383492,0.881441382189381,0.95317221402382,0.5251064757441,0.729019359187864,0.958692989529943,0.936312662913161,0.555895520989634,0.865494601873979,0.987319296378651,0.905682867391159,0.711697009335727,0.962834858256193,0.99162849056933,0.89206198327575,0.864722695650527,0.988073707257499,-0.318658511717823,-0.310826386735802,-0.245788721440072,-0.37253761401518,-0.360748537788573,-0.155327872540462,-0.179724907991466,-0.149479552533799,0.431873815697251,0.595541927348035,0.591095922082759,0.818972341304555,0.831461655782074,0.857106319044946,0.886493982805849,0.867228225206175,0.967074822446392,0.661424302190053,0.964827652147614,0.974395084979432,0.98265116669174,0.842327014286045,1,0.966386463584685,0.972987280274953,0.884773590530794,0.995035960437811,0.952459515035934,0.904114890745882,0.954791034073296,0.990383387263983,0.904865740011738,-0.181206946929768,-0.244459988104739,-0.163099785126288,-0.49213881583532,0.0699849389352412,-0.603956374237319,-0.194050790849343,-0.500278308090871,-0.341663803089675,-0.42541495604617,-0.36689441432574,-0.427316275816575,0.408842936094732,0.352653953665283,0.437487048818643,-0.602608823260331,-0.547271996131924,-0.593123055825667
"HL_5O2_t5_R4",-0.0747804388745895,-0.217102174842804,-0.244027098256358,-0.173283514543282,-0.0935887580264083,-0.0103070937284901,-0.174582604480415,-0.0533679368956444,0.917479187232447,0.974758446236177,0.933975583827261,0.895410561085005,0.92693572176696,0.978594593720996,0.746872714663042,0.890172134317235,0.794638145223545,0.993975627871878,0.498585786604737,0.665464056416647,0.929621770617291,0.992418684301313,0.500813555047515,0.808300788889817,0.968333433796806,0.982311733097371,0.659692353237051,0.916730786544948,0.988728858192231,0.97675539366372,0.822028458643485,0.964614800515462,-0.298126737192398,-0.253389069512701,-0.221763534583282,-0.352550185093715,-0.329264013537101,-0.112044676806533,-0.14383073743327,-0.107111465633255,0.52539662595271,0.654138121473899,0.66152428978688,0.900956921905206,0.863550592314651,0.861993669545787,0.931677884645852,0.944527952555913,0.98725492310964,0.589157214678007,0.886813312908068,0.998507233329442,0.996857338221654,0.768832933256216,0.966386463584685,1,0.997579994634633,0.92042340134612,0.963438821924593,0.997970425332857,0.966399449389085,0.981792244011939,0.96433533076636,0.98294318011981,-0.152854647803881,-0.228225163755918,-0.191365938792773,-0.518315677035959,0.00108889288078828,-0.699115526269596,-0.265385964787343,-0.573941614807134,-0.40462002627734,-0.490610759774725,-0.426035565013892,-0.487822188617786,0.444960794200598,0.342958657088321,0.456729033680506,-0.601759590732103,-0.555465549754181,-0.598681405781495
"HL_5O2_t6_R1",-0.0625368917690469,-0.198794255005905,-0.223319395792363,-0.152668265249576,-0.0810613597015724,0.0036329800482196,-0.160472340886131,-0.0307247724678909,0.904831419857067,0.962307848581786,0.915204541575528,0.878761125831936,0.910150944352937,0.966056215307654,0.722101426451062,0.874142939923926,0.793842513267208,0.989799845893848,0.467268260295787,0.647725210650962,0.925942615505541,0.986449069717488,0.474475025397026,0.796350542873391,0.968606802010423,0.97463683954282,0.638865103716006,0.913754882493391,0.989113116375764,0.967843091636119,0.811013548588079,0.964408785471222,-0.275131839066491,-0.234891868436109,-0.201125949367707,-0.332468711682203,-0.310169575102422,-0.101945671116565,-0.127346264551506,-0.088853326735271,0.528960174667231,0.648627097024017,0.66585426267312,0.888977095163292,0.857599805434427,0.859232944549344,0.928222850043404,0.936099501800938,0.985009984307755,0.581357063979922,0.893424640166538,0.998338293571205,0.998122690440344,0.768110054247825,0.972987280274953,0.997579994634633,1,0.92555808048336,0.974166874505272,0.995141139268851,0.966508706419029,0.985503020960387,0.975306535353918,0.976378470437425,-0.135164235709965,-0.209921358033606,-0.18534546835487,-0.503931641924942,-0.0233827985251533,-0.710261677358633,-0.284276061626725,-0.590531460331225,-0.426226717143807,-0.511729031789507,-0.448908093582083,-0.509719686894694,0.418731376830081,0.3261107245461,0.431515173702814,-0.579566379463256,-0.531590689160774,-0.574665239856783
"HL_5O2_t6_R2",0.223660644531728,0.10075216796941,0.0755999550720491,0.130777861849086,0.218756174956912,0.308609156479212,0.175361132288276,0.259304803103044,0.896500893785411,0.919240924815866,0.845824425725499,0.876598364746289,0.817904898093723,0.894580611066882,0.620194258559581,0.788952139965257,0.661512811674483,0.911275660634819,0.3055007030564,0.497379787739497,0.804969023359835,0.916807179133974,0.302789854339795,0.653307143142628,0.862734144719349,0.910968230065491,0.46993425143098,0.791550459741343,0.90013284301969,0.906286550768653,0.667643058143348,0.861062384794195,0.0157030568114795,0.0556991880445342,0.107296023961464,-0.0310728013201892,0.0112555036488461,0.212418832243397,0.173080656652859,0.215739641908324,0.753176262684637,0.822181609665969,0.84872332388986,0.926837992003611,0.938274177316485,0.926995884309553,0.959923604820088,0.921614448720987,0.923851099033768,0.649655746723077,0.795069044516551,0.925136232061984,0.916382074799988,0.764992742848783,0.884773590530794,0.92042340134612,0.92555808048336,1,0.892389409098102,0.924316204691792,0.912343967132666,0.961944017669931,0.89906034646636,0.911646651867174,0.184995617739775,0.104116098283896,0.115521784202098,-0.215440168347772,-0.0941474247466177,-0.721290243710428,-0.405887953529626,-0.645724222368323,-0.540883281125074,-0.623168197160649,-0.562110903356604,-0.615375494985287,0.37445851908406,0.345752919650336,0.440241712869436,-0.31979964027528,-0.264392637051572,-0.310808437432643
"HL_5O2_t6_R3",-0.0837959996255894,-0.199339336833873,-0.218234849278361,-0.158477558805684,-0.0892329540321933,-0.0173574643589121,-0.141120806656639,-0.0404118413160991,0.844062420433437,0.903345452398015,0.846925886430748,0.814968563747296,0.859649465627064,0.898269557259054,0.695379240469798,0.84124976439302,0.838759801384924,0.943331081778102,0.451802169012971,0.668819815351806,0.930496493345055,0.929723741919643,0.481223626904606,0.817956052871651,0.972345428513661,0.901860322788813,0.64602909731693,0.934431730574245,0.983524393232366,0.889182634276879,0.818310950097621,0.970300843631888,-0.263807763284578,-0.252714443062421,-0.191475888743872,-0.31920409689809,-0.318839869955802,-0.116294769848245,-0.136781466929465,-0.0964809736327603,0.457603890662923,0.595793614668059,0.612474993086611,0.81135328441137,0.82211479950177,0.83994862033196,0.879396166167677,0.859382345949782,0.957941230087086,0.620326071463189,0.946996563498198,0.971620579877403,0.98059037620775,0.809664722854276,0.995035960437811,0.963438821924593,0.974166874505272,0.892389409098102,1,0.949942958445004,0.898776138451929,0.953285752816635,0.998754927662963,0.903359711998344,-0.133951729958942,-0.197487570369647,-0.155876451887018,-0.464036954224486,0.00467724871944787,-0.647781478555333,-0.254107466953933,-0.555634936161065,-0.40400724315748,-0.485421557961553,-0.429015593548326,-0.487464646633344,0.368277343713837,0.325614655578201,0.391154348845887,-0.551855395604384,-0.492346712761509,-0.539030982346615
"HL_5O2_t6_R4",-0.0618527284778445,-0.205741673970829,-0.233930956647379,-0.160953614492735,-0.0848688611812855,7.90305461243166e-05,-0.173655050306991,-0.0408671596513957,0.913781274532844,0.97741142980309,0.932964253081994,0.89221191757721,0.920449881621149,0.982005610389585,0.730177655729914,0.876655117662558,0.77041446912405,0.994609334099582,0.473429458772469,0.635860479136083,0.912940107213849,0.997470492310179,0.472917118329572,0.783141955617951,0.95427553719758,0.991259633406491,0.634786463163042,0.897365455233787,0.980571443267094,0.986938367017347,0.800415742117114,0.951649601204076,-0.284886918759226,-0.235327053023057,-0.209780151138599,-0.338391030070607,-0.313353490224131,-0.0963618370567266,-0.128929088725992,-0.0944362409075571,0.543450436179909,0.661777859199248,0.670130687143074,0.911139662255586,0.86353447691447,0.854918654767486,0.934597875898144,0.95854131248382,0.980503723591954,0.560921974531325,0.86093826111695,0.994796569132984,0.991227015105109,0.742821940370841,0.952459515035934,0.997970425332857,0.995141139268851,0.924316204691792,0.949942958445004,1,0.975555634648627,0.98291701191398,0.952348013015704,0.991270680056634,-0.141625603979027,-0.218486425076063,-0.200076004093272,-0.521930191632881,-0.0320100602999079,-0.72489579559375,-0.292414267641181,-0.596903662723531,-0.4261566357669,-0.512523242159102,-0.446984050646335,-0.507987069221603,0.428281955920744,0.316742389283854,0.442129947782117,-0.59096669634713,-0.549013374284998,-0.588372117217178
"HL_5O2_t7_R1",-0.0191894866155205,-0.153125064110269,-0.20162402581375,-0.109573059786444,-0.0539000015747167,0.0527888151048713,-0.146061684583861,0.0247258032973487,0.916564398356816,0.954704375696706,0.92183873868415,0.88713912635589,0.906356180349062,0.97082913498952,0.716322568381404,0.859946237508309,0.72868311384471,0.979339363939937,0.448656058775151,0.597707439105636,0.88134409563575,0.978849923959982,0.44925352697066,0.73899825639733,0.916184730223344,0.978542493908167,0.606917338718255,0.851527323745323,0.938542057723764,0.974539900288911,0.775644075576802,0.913467931337049,-0.24587863543878,-0.185586886567811,-0.177994290936615,-0.304585414133421,-0.249617171875708,-0.0611194603614381,-0.08244501801044,-0.0616567612141208,0.583924065206827,0.691883349063138,0.697131046216281,0.911795445350524,0.837926634923258,0.860722143106575,0.930366535635457,0.957726375138687,0.957908648840292,0.550213534466857,0.808845953409922,0.96476691375202,0.956422522853348,0.724767246336929,0.904114890745882,0.966399449389085,0.966508706419029,0.912343967132666,0.898776138451929,0.975555634648627,1,0.970585616965997,0.898586371451896,0.980040544671927,-0.102531559355717,-0.174738217458309,-0.18037252279314,-0.484417592147724,-0.0453749854581407,-0.725732810320702,-0.306051690049954,-0.578665474181518,-0.432062824775497,-0.511535642496053,-0.450563016545929,-0.511836294100449,0.426021338290696,0.293267945889771,0.433750991441441,-0.555330205822352,-0.525901287218306,-0.563846203225991
"HL_5O2_t7_R2",0.0132571866536358,-0.120972551767317,-0.142933448321285,-0.0748100346397934,-0.000658109537949693,0.0865305332736614,-0.0759731112834422,0.0535054843271142,0.923174737415148,0.962247006763157,0.914643383941695,0.900358946180094,0.906000114404077,0.959264062442271,0.723271425443931,0.869391151898064,0.775511199240237,0.980463456473756,0.44375083026985,0.627261250073902,0.906777520738118,0.977187918234167,0.449277560742859,0.773665651841144,0.948510152905771,0.965885913033811,0.614538824540299,0.892610983048469,0.971573444492357,0.958881635785716,0.790983910522668,0.946754572048394,-0.198610291893581,-0.157831495643215,-0.120594801158485,-0.258962052570292,-0.214575580441795,-0.00504551176468497,-0.0332871675642342,-0.00671476105320508,0.603166520288351,0.722318647740975,0.725767993959323,0.914659937198629,0.901723693025905,0.908106033328886,0.959232234975928,0.945958248876601,0.979274652350599,0.627316146995913,0.876663945406666,0.984817238512364,0.980657237746392,0.795834490896016,0.954791034073296,0.981792244011939,0.985503020960387,0.961944017669931,0.953285752816635,0.98291701191398,0.970585616965997,1,0.954344981754585,0.966505578880877,-0.052149091898184,-0.133431832265568,-0.0841743241099747,-0.424663796163533,-0.0129166013213604,-0.699487382395425,-0.299941806685059,-0.584255014153117,-0.43962796986748,-0.523848178854129,-0.464048585184087,-0.522636062830735,0.403497929776106,0.336977238935036,0.457356988835665,-0.52360610762979,-0.478743566233035,-0.514542212857779
"HL_5O2_t7_R3",-0.0598146520440961,-0.177113596079932,-0.195023544558718,-0.136404528378828,-0.0673844804682094,0.00068581516289596,-0.127464023110341,-0.0175639686855109,0.83689827150234,0.903274500100312,0.837888021380189,0.806865903486446,0.846350487200634,0.895355675805718,0.667922729786757,0.822462322992731,0.814381758031367,0.941669281658813,0.415878040226196,0.636307381339105,0.914277636843541,0.932261722666117,0.443537090406839,0.792571746043134,0.962555878310278,0.906743143914637,0.613061635688767,0.918579560296792,0.980536327235338,0.895148249321911,0.792374798461986,0.960709098326747,-0.239552958655091,-0.224767619348617,-0.164854480947614,-0.292946868555565,-0.301622425704958,-0.0905547609065369,-0.114524874162012,-0.071601318807835,0.475026656713667,0.602853641817024,0.624000371766024,0.817334940424921,0.824172377387983,0.832867746127395,0.880940004667936,0.864994141144231,0.953427815211619,0.596576810979337,0.931468294770946,0.971151696755513,0.979867633402458,0.788675738659693,0.990383387263983,0.96433533076636,0.975306535353918,0.89906034646636,0.998754927662963,0.952348013015704,0.898586371451896,0.954344981754585,1,0.908117281734136,-0.111238687426424,-0.175510199390316,-0.154256826463099,-0.454020337565366,-0.0300765370023378,-0.675085731864594,-0.287926648636819,-0.588552384773025,-0.43699094100792,-0.517739416930787,-0.461876713159694,-0.518792172690369,0.343683106473149,0.305132833290263,0.36968263599124,-0.532876234448978,-0.472570408125726,-0.517475710478417
"HL_5O2_t7_R4",-0.0305436445503088,-0.184464261849122,-0.212810179314232,-0.1353702621073,-0.0660693164117685,0.0232045876833188,-0.173069828466787,-0.0166813287246369,0.913402652388963,0.973724513179363,0.932589714353278,0.891680615400592,0.908792683151008,0.982698715492231,0.701332717833725,0.854219204441243,0.703055344988339,0.985330499495466,0.445397784793282,0.584266235005318,0.870737685176841,0.994508764591608,0.430733120366498,0.729241065312185,0.915026605111943,0.999057692466291,0.58970341455845,0.845964310043188,0.947602635631732,0.99868834827221,0.75536848496085,0.91009355481446,-0.26525657778484,-0.199750231668944,-0.194417443448851,-0.320947118640253,-0.287161825525526,-0.0745676083825292,-0.106686397620139,-0.071674025473454,0.575394811328264,0.668852596273522,0.683031589332967,0.923617341327789,0.849261278236552,0.830182338096168,0.928604712431986,0.967603024871293,0.960077768302896,0.503709884301032,0.793386166451033,0.975324450723853,0.966771714159142,0.682444480943059,0.904865740011738,0.98294318011981,0.976378470437425,0.911646651867174,0.903359711998344,0.991270680056634,0.980040544671927,0.966505578880877,0.908117281734136,1,-0.126020541583563,-0.207183233419559,-0.207411324561607,-0.518985816339273,-0.0679697160131798,-0.749154190720977,-0.319288299752453,-0.614584410435456,-0.44508373420533,-0.529091616037628,-0.464518215075005,-0.522449787057432,0.436915866134738,0.305002036975579,0.44253758120924,-0.573745857198125,-0.538562576751912,-0.574147130142255
