"","HL_5N2_t0_R1","HL_5N2_t0_R2","HL_5N2_t0_R3","HL_5N2_t0_R4","HL_5N2_t1_R1","HL_5N2_t1_R2","HL_5N2_t1_R3","HL_5N2_t1_R4","HL_5N2_t2_R1","HL_5N2_t2_R2","HL_5N2_t2_R3","HL_5N2_t2_R4","HL_5N2_t3_R1","HL_5N2_t3_R2","HL_5N2_t3_R3","HL_5N2_t3_R4","HL_5N2_t4_R1","HL_5N2_t4_R2","HL_5N2_t4_R3","HL_5N2_t4_R4","HL_5N2_t5_R1","HL_5N2_t5_R2","HL_5N2_t5_R3","HL_5N2_t5_R4","HL_5N2_t6_R1","HL_5N2_t6_R2","HL_5N2_t6_R3","HL_5N2_t6_R4","HL_5N2_t7_R1","HL_5N2_t7_R2","HL_5N2_t7_R3","HL_5N2_t7_R4","HL_5O2_t0_R1","HL_5O2_t0_R2","HL_5O2_t0_R3","HL_5O2_t0_R4","HL_5O2_t1_R1","HL_5O2_t1_R2","HL_5O2_t1_R3","HL_5O2_t1_R4","HL_5O2_t2_R1","HL_5O2_t2_R2","HL_5O2_t2_R3","HL_5O2_t2_R4","HL_5O2_t3_R1","HL_5O2_t3_R2","HL_5O2_t3_R3","HL_5O2_t3_R4","HL_5O2_t4_R1","HL_5O2_t4_R2","HL_5O2_t4_R3","HL_5O2_t4_R4","HL_5O2_t5_R1","HL_5O2_t5_R2","HL_5O2_t5_R3","HL_5O2_t5_R4","HL_5O2_t6_R1","HL_5O2_t6_R2","HL_5O2_t6_R3","HL_5O2_t6_R4","HL_5O2_t7_R1","HL_5O2_t7_R2","HL_5O2_t7_R3","HL_5O2_t7_R4","LD_N2_t0_R1","LD_N2_t0_R2","LD_N2_t1_R1","LD_N2_t1_R2","LD_N2_t2_R1","LD_N2_t2_R2","LD_N2_t3_R1","LD_N2_t3_R2","LD_N2_t4_R1","LD_N2_t4_R2","LD_N2_t5_R1","LD_N2_t5_R2","pool_t0_R1","pool_t0_R2","pool_t0_R3","pool_t1_R1","pool_t1_R2","pool_t1_R3"
"HL_5N2_t2_R3",-0.110061202234802,-0.291218824561054,-0.302515169051812,-0.218445428314808,-0.131459512199435,-0.0471730130484809,-0.183310257645821,-0.14346906949021,0.960557967734574,0.972160809443151,1,0.969677884021054,0.988910693353513,0.977597784234824,0.888191639545818,0.961580718893048,0.824006118165459,0.957368775963835,0.687718983346565,0.782841993482036,0.929973606677027,0.943620014809624,0.680274194324511,0.866408613180074,0.925555626303286,0.935805645112886,0.792047782799969,0.905573342775243,0.920351515584447,0.930898311149929,0.884308118945369,0.924741105607715,-0.371871066831681,-0.330045383424818,-0.310683503937994,-0.436657040605745,-0.348695111980722,-0.14738687365475,-0.178755714874669,-0.176783701940568,0.507735466538137,0.674645476113735,0.623702435696993,0.911742244370229,0.866813013077401,0.881715848174224,0.922757398697061,0.91724929025276,0.947895566135484,0.666339953029851,0.834280491814676,0.930114533654262,0.919893664829342,0.813965953376987,0.878686483436489,0.933975583827261,0.915204541575528,0.845824425725499,0.846925886430748,0.932964253081994,0.92183873868415,0.914643383941695,0.837888021380189,0.932589714353278,-0.227773447772756,-0.305746746343914,-0.0883940520783112,-0.49230836950266,0.204320196883538,-0.512003772736853,-0.0765344036586592,-0.378485938603612,-0.205712838843604,-0.289077651388314,-0.228975271928259,-0.285922765295294,0.629229709222202,0.478547691421418,0.661707520321821,-0.671112160016114,-0.639977824822685,-0.67797914826787
"HL_5N2_t2_R4",0.0537673750384311,-0.11827084584346,-0.141249867294091,-0.0603128654627635,0.0636263571564679,0.131276162139129,0.00706879813851041,0.0285787260540412,0.988744961912232,0.946799354750406,0.969677884021054,1,0.960211561730951,0.939111523969295,0.859442897019824,0.946160564798168,0.776511105802484,0.918329820147096,0.644996437108085,0.743988520652195,0.888696621343059,0.899896351466077,0.62441168820893,0.819869876095854,0.886083599655679,0.892408949334889,0.730358818566599,0.860747581056459,0.878157055755679,0.887922719831751,0.831502525952942,0.880765904171934,-0.232318778153918,-0.186448638734258,-0.147509909218759,-0.287821582420454,-0.192452015440519,0.0108376555916523,-0.0281517449766729,-0.0153882501703941,0.617084298831549,0.764436742237172,0.72922380417955,0.924332599575622,0.923814132895904,0.928706957112725,0.942617905645161,0.880716225217575,0.934125552018568,0.737543428686172,0.81057266494067,0.896589075994312,0.882675197971339,0.835397133061628,0.84256132472883,0.895410561085005,0.878761125831936,0.876598364746289,0.814968563747296,0.89221191757721,0.88713912635589,0.900358946180094,0.806865903486446,0.891680615400592,-0.0484023567882798,-0.136720538544699,0.102952906184484,-0.294254614413416,0.230223005094128,-0.474531634189074,-0.0912504459583246,-0.365138265215526,-0.23693042586657,-0.314323830030933,-0.26323407015386,-0.311101392216191,0.68336186231734,0.589364452511356,0.744577333158684,-0.540980524561926,-0.495798347851852,-0.549267041345544
"HL_5N2_t3_R1",-0.190032925275504,-0.353207656480805,-0.378474754400001,-0.298124694971861,-0.192600317569158,-0.116529431429478,-0.242937859032751,-0.206985094298393,0.955025407859643,0.95263096439689,0.988910693353513,0.960211561730951,1,0.965857266416515,0.927684302003671,0.985504713013664,0.87610763677181,0.950466597702885,0.754521353584571,0.84916077380329,0.961914713859425,0.927272583143953,0.747182486631789,0.918425840584503,0.946099561889021,0.911318299568116,0.852442966239393,0.941457739156912,0.927522836445389,0.903577215536109,0.931811423031224,0.943549216942479,-0.448202071999486,-0.415584026324971,-0.381579174398868,-0.512095348267011,-0.424639986339148,-0.232562564991996,-0.259580188598355,-0.254344791984214,0.423960273258509,0.612848429405566,0.563843741437352,0.861434272603194,0.839567355543814,0.868646700484752,0.8956611987311,0.877793349640123,0.952765755318366,0.709433995797578,0.878417776906879,0.926911115308803,0.920340702351129,0.839206287007516,0.895601621426996,0.92693572176696,0.910150944352937,0.817904898093723,0.859649465627064,0.920449881621149,0.906356180349062,0.906000114404077,0.846350487200634,0.908792683151008,-0.287382514007624,-0.366111155895747,-0.134584003519414,-0.522962807427063,0.282106070222798,-0.444923691980602,0.00945051621907132,-0.294353140568142,-0.126792809402925,-0.211888351128328,-0.15280491703371,-0.210088634817867,0.649525430852626,0.517817621066919,0.674620453866529,-0.721252536614352,-0.687558751178335,-0.731679918682987
"HL_5N2_t3_R2",-0.0984402993752707,-0.252312215367313,-0.289203209135331,-0.208880926813712,-0.120198591776661,-0.0274468372384708,-0.198053159813044,-0.0956187914845202,0.94951053737013,0.988526786627671,0.977597784234824,0.939111523969295,0.965857266416515,1,0.816517943932421,0.928922314292627,0.78960129460878,0.990030600380888,0.585639812752749,0.70632031543368,0.925541080548351,0.988484290208877,0.575075593559181,0.825137565704607,0.944459188813119,0.984564637428702,0.714298924295556,0.902682771468515,0.957866220362952,0.981246336405396,0.845974400282332,0.942607717531049,-0.345459340072658,-0.292213951078234,-0.273802646093552,-0.400021508719206,-0.342540496088387,-0.135932494896048,-0.169518831801576,-0.148964064640731,0.529447743491642,0.670559193167249,0.654227337419333,0.92361158262159,0.867681586411307,0.868587759366858,0.934283187439823,0.960049267142208,0.974948772266958,0.605474203678854,0.842394242651705,0.973951017198648,0.965100974193995,0.764217044504183,0.916408706781482,0.978594593720996,0.966056215307654,0.894580611066882,0.898269557259054,0.982005610389585,0.97082913498952,0.959264062442271,0.895355675805718,0.982698715492231,-0.190077468540076,-0.267189361656111,-0.184200289994129,-0.536337109417302,0.0704534812820534,-0.646960710303395,-0.199532831806356,-0.497532832512703,-0.32617045180667,-0.413034582506026,-0.34512633555673,-0.407628622706239,0.535886156358591,0.392304471752411,0.544271449264794,-0.639779662475358,-0.606625188342521,-0.648330470292424
"HL_5N2_t3_R3",-0.368499633287971,-0.484264476651034,-0.519389345402788,-0.459214168864626,-0.322236029416995,-0.26016569963791,-0.295921852790318,-0.388954878117201,0.832411962983887,0.793881529625705,0.888191639545818,0.859442897019824,0.927684302003671,0.816517943932421,1,0.956567018011421,0.9040630749919,0.780277210188031,0.922964275672742,0.960620984672515,0.900364354404992,0.73927748610895,0.926460026532229,0.95646123691714,0.83573071781326,0.707353229451274,0.966298959519509,0.889365712655648,0.77808215175896,0.694885503133107,0.954601868261476,0.837445274365109,-0.591365403156219,-0.581572363089833,-0.522240841390423,-0.628811511679294,-0.516752913777082,-0.371993726063049,-0.406769868827951,-0.422253283274535,0.188164993298912,0.457620217085801,0.355071506680023,0.66683994363415,0.695492453053289,0.768849617224978,0.719555096790432,0.675738006764094,0.804528714513086,0.796977732111495,0.827829121988447,0.752252190551513,0.748694203373035,0.844752507370736,0.758464503928591,0.746872714663042,0.722101426451062,0.620194258559581,0.695379240469798,0.730177655729914,0.716322568381404,0.723271425443931,0.667922729786757,0.701332717833725,-0.414861628130492,-0.474596496321526,-0.121964732413603,-0.506223764858532,0.558653145999543,-0.121522019442578,0.313922089662103,0.0476026332385963,0.200551184771396,0.121380411256056,0.181292833428429,0.117964362576182,0.685007123651968,0.553402789673577,0.706419400781585,-0.771702705602916,-0.747643162110711,-0.795828527429271
"HL_5N2_t3_R4",-0.222964227909048,-0.359638051623119,-0.394360657211498,-0.323218740139218,-0.207236038689339,-0.117245592098689,-0.21231114208891,-0.222773042252219,0.940753135789843,0.910592448375756,0.961580718893048,0.946160564798168,0.985504713013664,0.928922314292627,0.956567018011421,1,0.903428831961621,0.910760159410154,0.81168645348178,0.901429474734186,0.965117913748032,0.877655568393583,0.80486887573183,0.949462685154204,0.938496671555268,0.854564607918593,0.892111892296154,0.947237834135038,0.901707295881505,0.844311965263379,0.954489705152562,0.932023643369974,-0.472671937525821,-0.446857820539277,-0.399520309162965,-0.528487919146676,-0.428430483382906,-0.264086578708382,-0.291288362747464,-0.276301027021192,0.373540678612018,0.58233571457536,0.539287657615522,0.805814468861414,0.813591504751367,0.86710209028482,0.85595047837155,0.815847392025884,0.93515077215997,0.780132581435951,0.90013110303549,0.895410935372285,0.890605683318539,0.870684180817094,0.880901520383492,0.890172134317235,0.874142939923926,0.788952139965257,0.84124976439302,0.876655117662558,0.859946237508309,0.869391151898064,0.822462322992731,0.854219204441243,-0.292747453659468,-0.363481979551866,-0.100148119724922,-0.490932233776083,0.384195598055565,-0.346844020016686,0.10573221213583,-0.191418279994462,-0.035370876189615,-0.123773984212691,-0.0586498081656288,-0.121579036267786,0.690554672932619,0.566827662980834,0.696989970187698,-0.712801980175825,-0.672798576426485,-0.732367301909257
"HL_5N2_t4_R1",-0.382032904797368,-0.478858817573955,-0.489877428998217,-0.431952749289902,-0.334753053367594,-0.280709365693489,-0.29647266984692,-0.380943487693562,0.760464571478291,0.783704631249403,0.824006118165459,0.776511105802484,0.87610763677181,0.78960129460878,0.9040630749919,0.903428831961621,1,0.806875422670075,0.784649034383484,0.920704454041004,0.949071822277267,0.760347558882496,0.834790142466397,0.968896649743788,0.908380722344849,0.708854404452342,0.917355923545712,0.958335731521649,0.860015902871841,0.686983088423339,0.95497305578743,0.915254145424267,-0.542558113296634,-0.57672521529165,-0.48194442230236,-0.585875432690621,-0.52315775829268,-0.382426920534293,-0.397118627352535,-0.398845849976698,0.145892633727057,0.402888485583777,0.337435760714263,0.627362420155811,0.690185801635011,0.756539116080743,0.725083073904295,0.673260681558824,0.835128339013846,0.758775657283699,0.945784898768261,0.809049563669861,0.821549705527666,0.872648693063373,0.881441382189381,0.794638145223545,0.793842513267208,0.661512811674483,0.838759801384924,0.77041446912405,0.72868311384471,0.775511199240237,0.814381758031367,0.703055344988339,-0.400332337998076,-0.451241995252621,-0.16860981751158,-0.520072702637313,0.409039357171637,-0.219866868674205,0.202799206499317,-0.10279412326829,0.0693770054110258,-0.020122242835377,0.0414115055268373,-0.021013419660489,0.520872739123142,0.42201288084123,0.55723221455266,-0.728011645890882,-0.690129709859119,-0.737688367154611
"HL_5N2_t4_R2",-0.0802582379191125,-0.235873814301287,-0.262195485046228,-0.180483527815441,-0.109534786419033,-0.0208887537389521,-0.19221735792237,-0.0677757562996568,0.93605167308305,0.983387294377844,0.957368775963835,0.918329820147096,0.950466597702885,0.990030600380888,0.780277210188031,0.910760159410154,0.806875422670075,1,0.536137954283707,0.688903950377994,0.937838974321838,0.994468662461089,0.536616615020913,0.82129025049759,0.965955530882735,0.985763889513975,0.690496987460912,0.919399043321187,0.981365536931322,0.979868431221075,0.841924781331284,0.963561039324251,-0.314627928169195,-0.272385876443442,-0.248182358647919,-0.379209077244561,-0.333832961694407,-0.125390579693676,-0.150151052596494,-0.125280058474906,0.532096558055599,0.661739343622091,0.657631293485469,0.913302390062274,0.864405408840237,0.87105608015556,0.941438431233381,0.955127545305122,0.987459240431837,0.597298161058244,0.875857663918965,0.992204105775185,0.988109599017982,0.776724108106682,0.95317221402382,0.993975627871878,0.989799845893848,0.911275660634819,0.943331081778102,0.994609334099582,0.979339363939937,0.980463456473756,0.941669281658813,0.985330499495466,-0.1737639085471,-0.25132601790593,-0.181169999835516,-0.523280466092885,0.0273124373618267,-0.674442576827094,-0.237334769599741,-0.543506255746186,-0.374559799544885,-0.460875228820934,-0.398934829024319,-0.456850533947683,0.486513260340057,0.367928410792105,0.505298121172179,-0.622722979670318,-0.583885166109513,-0.622971686058943
"HL_5N2_t4_R3",-0.57070645890027,-0.656997704130454,-0.681134118800476,-0.647126065656549,-0.508952402547046,-0.476282805572706,-0.454117225686432,-0.607529061754026,0.608627095202868,0.539341574383657,0.687718983346565,0.644996437108085,0.754521353584571,0.585639812752749,0.922964275672742,0.81168645348178,0.784649034383484,0.536137954283707,1,0.952301361104421,0.732603753375507,0.481615303343356,0.98322212977613,0.867632274069964,0.633545086973292,0.448319845551328,0.957363200156607,0.72525736212206,0.541136253849109,0.436490508854827,0.860269018120995,0.626835055951484,-0.749879972024995,-0.758374365869458,-0.711769188283781,-0.781584268028608,-0.659374840661517,-0.605176432660535,-0.619654850345111,-0.627448130903453,-0.128578872256754,0.127216167407827,0.0310476672317837,0.36171821334169,0.403337124556273,0.487157392840379,0.422591454150424,0.381615885418431,0.56921248584239,0.67491399484737,0.652880720588653,0.503287333859561,0.503166676837883,0.656491271819512,0.5251064757441,0.498585786604737,0.467268260295787,0.3055007030564,0.451802169012971,0.473429458772469,0.448656058775151,0.44375083026985,0.415878040226196,0.445397784793282,-0.598994660306427,-0.650694821471826,-0.227886265450542,-0.535492828171487,0.721427729645327,0.192001983152701,0.589912712394552,0.370435960288715,0.506716651154577,0.442568998720168,0.488132188499307,0.441565045038247,0.7103922498804,0.580902927812321,0.672827556064891,-0.798452801450033,-0.784136839502904,-0.830704654831683
"HL_5N2_t4_R4",-0.499696818713691,-0.599114534693918,-0.618328017924697,-0.572111211363595,-0.449613601458758,-0.403416952898342,-0.391658707279776,-0.5051160937265,0.719374995758722,0.672958827355047,0.782841993482036,0.743988520652195,0.84916077380329,0.70632031543368,0.960620984672515,0.901429474734186,0.920704454041004,0.688903950377994,0.952301361104421,1,0.877416274243133,0.632702768530675,0.964874571212427,0.969812061359764,0.803872493283286,0.587504917773622,0.988852676453538,0.880880275942764,0.723980597292432,0.569888614958157,0.953048388033356,0.801693083102972,-0.682416087698752,-0.701099891276557,-0.63425569931571,-0.725739360319981,-0.626730840038604,-0.521775945169265,-0.540679469240678,-0.549271459976269,0.000172999962915316,0.267292194223593,0.177613206095926,0.498558180285751,0.557798328151324,0.652968418402405,0.581756787177693,0.5254106785723,0.730211921506032,0.764915243159104,0.840826310240843,0.676922349683571,0.683384287050141,0.817130492430943,0.729019359187864,0.665464056416647,0.647725210650962,0.497379787739497,0.668819815351806,0.635860479136083,0.597707439105636,0.627261250073902,0.636307381339105,0.584266235005318,-0.536552544517354,-0.584885873528546,-0.181899588564669,-0.542331681073579,0.634308293510468,0.0204652948836705,0.439982854830393,0.176215831626852,0.32386177668549,0.252690780851989,0.299537504681495,0.247733344021252,0.658555282461408,0.564407637200153,0.655399222505491,-0.808543264481661,-0.775019996208831,-0.822977474153852
"HL_5N2_t5_R1",-0.260903306621144,-0.387876545155857,-0.416881561944149,-0.345576580853879,-0.251156804683143,-0.174061022809612,-0.275460313796386,-0.244801926606768,0.896713109974019,0.909952256020163,0.929973606677027,0.888696621343059,0.961914713859425,0.925541080548351,0.900364354404992,0.965117913748032,0.949071822277267,0.937838974321838,0.732603753375507,0.877416274243133,1,0.905105312118683,0.753539164290681,0.961730071184558,0.988317327158283,0.872064830063608,0.871235480177957,0.995203882899417,0.960330539477532,0.857234272774619,0.966977620555526,0.987447053221833,-0.470759885216595,-0.469043052464975,-0.411742146212783,-0.532964089292358,-0.468651773806212,-0.303857185236499,-0.31429136978753,-0.302480512794919,0.333197038367627,0.536262462733577,0.503398904691294,0.78572883940774,0.798509111136652,0.848544471223043,0.853354446420971,0.829167954914125,0.955196419950022,0.72927872589938,0.969217658752067,0.938865751322368,0.943045783536742,0.885603149399377,0.958692989529943,0.929621770617291,0.925942615505541,0.804969023359835,0.930496493345055,0.912940107213849,0.88134409563575,0.906777520738118,0.914277636843541,0.870737685176841,-0.323291226395504,-0.388735901529029,-0.189357212972945,-0.555186513023046,0.259456552686563,-0.440811512513573,0.0053786705055183,-0.29781665510532,-0.135966161924083,-0.219420377167958,-0.161182146988154,-0.223431243057002,0.581102330959408,0.482229957746839,0.586971978710608,-0.717326958020346,-0.67348577273258,-0.724120762331545
"HL_5N2_t5_R2",-0.0631736114613011,-0.214613530182081,-0.245307104285225,-0.167455474463931,-0.0906316056601552,-0.0081229946006208,-0.186592316991903,-0.0508466192749389,0.916912709655072,0.983629899869467,0.943620014809624,0.899896351466077,0.927272583143953,0.988484290208877,0.73927748610895,0.877655568393583,0.760347558882496,0.994468662461089,0.481615303343356,0.632702768530675,0.905105312118683,1,0.478716657621585,0.777464796397379,0.942784945745836,0.996387000352294,0.638344344271863,0.887694303717286,0.971675083413657,0.993028435776935,0.796933897039612,0.942637114584844,-0.293355191975323,-0.240989070265357,-0.220707172104104,-0.345372212827361,-0.316607027809396,-0.0946531903554711,-0.130870531711263,-0.104038115642949,0.54943354259087,0.668892543578869,0.66526537046689,0.92301223086137,0.864277856724097,0.851637600301759,0.936023442368634,0.969937910479324,0.973009784061766,0.548542617476781,0.839029255871699,0.987095847362503,0.981515556571512,0.730557873097159,0.936312662913161,0.992418684301313,0.986449069717488,0.916807179133974,0.929723741919643,0.997470492310179,0.978849923959982,0.977187918234167,0.932261722666117,0.994508764591608,-0.151185066262743,-0.228864513976972,-0.204678983738052,-0.531256836355107,-0.0344220755759984,-0.725899780182982,-0.293610310832938,-0.594325083114366,-0.420997289321406,-0.506052890495064,-0.441566804175079,-0.500413988914214,0.437123485350554,0.313763725415704,0.457149037778835,-0.601434094634796,-0.564705895391903,-0.599566959362869
"HL_5N2_t5_R3",-0.586584215115841,-0.663779777830583,-0.68400414064729,-0.642794082882931,-0.521304483319759,-0.487851757127247,-0.447829877525816,-0.616991535732091,0.586571603885641,0.533881410187342,0.680274194324511,0.62441168820893,0.747182486631789,0.575075593559181,0.926460026532229,0.80486887573183,0.834790142466397,0.536616615020913,0.98322212977613,0.964874571212427,0.753539164290681,0.478716657621585,1,0.892362782492433,0.652470821687416,0.436028595186985,0.976365129744626,0.752332900871947,0.558749888906612,0.420094301522121,0.880087023739418,0.653509342212827,-0.742293258421123,-0.761031228731038,-0.704248134734564,-0.769231212377086,-0.659645341535264,-0.592112766818966,-0.607365557778596,-0.637438754083048,-0.150494909154313,0.142612636603635,0.0212143716438363,0.35848056228328,0.404433109756097,0.508222704561601,0.42439345917995,0.380959010746677,0.568288157437146,0.686345130969464,0.693756593280433,0.509234760434002,0.513771390014201,0.70848591094784,0.555895520989634,0.500813555047515,0.474475025397026,0.302789854339795,0.481223626904606,0.472917118329572,0.44925352697066,0.449277560742859,0.443537090406839,0.430733120366498,-0.613698916962613,-0.646243814071093,-0.217965584722016,-0.535812090111795,0.720755220629433,0.18711918990584,0.577398102416008,0.353151104381969,0.494462224103263,0.435754751429601,0.479899618013205,0.424773311244991,0.643485894101946,0.508124836804174,0.621492338012508,-0.803626262616122,-0.790600240072609,-0.832006285396082
"HL_5N2_t5_R4",-0.414591349943247,-0.520867016412867,-0.549588165172894,-0.493173137084772,-0.376906447806741,-0.317250338455535,-0.354210494111594,-0.408344016479408,0.809062161488175,0.801201063654861,0.866408613180074,0.819869876095854,0.918425840584503,0.825137565704607,0.95646123691714,0.949462685154204,0.968896649743788,0.82129025049759,0.867632274069964,0.969812061359764,0.961730071184558,0.777464796397379,0.892362782492433,1,0.916080198481994,0.733658283795106,0.962922505730106,0.966606214219707,0.861179195390956,0.716173739831955,0.987911780724822,0.918248689530639,-0.604563170892616,-0.617740678492612,-0.548395774649588,-0.650152040758258,-0.575687651831137,-0.432460285450112,-0.452039167398092,-0.457564334388778,0.142934870802747,0.401620138396327,0.32664597553526,0.64509081465473,0.689795694318194,0.76191500874633,0.719357602845385,0.684988005829344,0.852132121713269,0.76520990845522,0.935126859484796,0.819600609761405,0.826368667356998,0.879944834077909,0.865494601873979,0.808300788889817,0.796350542873391,0.653307143142628,0.817956052871651,0.783141955617951,0.73899825639733,0.773665651841144,0.792571746043134,0.729241065312185,-0.457892359582354,-0.509168712424968,-0.202603517802797,-0.576850802765004,0.462467245874465,-0.209145184462908,0.230051613151134,-0.0559363917304477,0.104464378387615,0.0277185763707622,0.0828725605219521,0.0209750106453643,0.617083603532061,0.519789382123543,0.62094744592904,-0.785926912341686,-0.746916633315982,-0.796016102076479
"HL_5N2_t6_R1",-0.189328627185136,-0.318418707977608,-0.343574785929115,-0.275061975516203,-0.191692990348269,-0.109577260791271,-0.230570584106944,-0.16242042131981,0.903231777695285,0.934399429912101,0.925555626303286,0.886083599655679,0.946099561889021,0.944459188813119,0.83573071781326,0.938496671555268,0.908380722344849,0.965955530882735,0.633545086973292,0.803872493283286,0.988317327158283,0.942784945745836,0.652470821687416,0.916080198481994,1,0.914764863065488,0.791638184010558,0.98436914352788,0.989092777949434,0.901919072702284,0.921484365998434,0.997408970852824,-0.396641809470738,-0.384535781477998,-0.332647532915022,-0.458376830602856,-0.414471651352817,-0.231492331372697,-0.247342072247921,-0.222331512612894,0.404561106956527,0.57917010872253,0.567439353320208,0.824584953882895,0.827719969353687,0.863396215874855,0.886809192588989,0.870572477428545,0.979801190348264,0.688607171266023,0.967842276305899,0.975768431061966,0.980164104033166,0.861920678242248,0.987319296378651,0.968333433796806,0.968606802010423,0.862734144719349,0.972345428513661,0.95427553719758,0.916184730223344,0.948510152905771,0.962555878310278,0.915026605111943,-0.254388561844874,-0.321829094334317,-0.185357052430441,-0.539632821003822,0.153854539796688,-0.547300064210553,-0.108915744328166,-0.417528044078926,-0.254496706592287,-0.338994759277924,-0.279135023833413,-0.341321923782988,0.516635918458743,0.430679708510818,0.524620232402485,-0.667494168689071,-0.617697517494311,-0.667077205431354
"HL_5N2_t6_R2",-0.0348499310985374,-0.191472296124583,-0.221191436006678,-0.142438262059831,-0.0713102578302035,0.0143711730863027,-0.17833280142492,-0.026008646891493,0.910934027403843,0.977878246793521,0.935805645112886,0.892408949334889,0.911318299568116,0.984564637428702,0.707353229451274,0.854564607918593,0.708854404452342,0.985763889513975,0.448319845551328,0.587504917773622,0.872064830063608,0.996387000352294,0.436028595186985,0.733658283795106,0.914764863065488,1,0.595776593136074,0.849486895970077,0.949495240803664,0.999366470603587,0.758223495915878,0.912665554457638,-0.269751976368354,-0.207168391516912,-0.19956543228076,-0.323100928168209,-0.292312284689507,-0.0731089039322265,-0.108949923411039,-0.0788047602447242,0.573731962185287,0.672045861729461,0.676970851602052,0.928394333405102,0.853098193998328,0.831595407630729,0.929872191405808,0.973811794829181,0.957738868003242,0.504873352147908,0.793115956812235,0.974108905545659,0.965672997564531,0.685159694282041,0.905682867391159,0.982311733097371,0.97463683954282,0.910968230065491,0.901860322788813,0.991259633406491,0.978542493908167,0.965885913033811,0.906743143914637,0.999057692466291,-0.131303940767253,-0.211372689144515,-0.208367649847028,-0.524471995260196,-0.0708538742077268,-0.750166434527186,-0.323037566446049,-0.61736196930694,-0.44557823870416,-0.529314762486629,-0.465092560248105,-0.521845334104897,0.432029181096806,0.299084759155205,0.444869123427068,-0.579510694729349,-0.54581516694914,-0.578672344846601
"HL_5N2_t6_R3",-0.530014162983658,-0.632023806426771,-0.655374727491203,-0.602033136390059,-0.487760929173543,-0.441227993812993,-0.444679668775933,-0.553473967853099,0.704447223221013,0.679462212949234,0.792047782799969,0.730358818566599,0.852442966239393,0.714298924295556,0.966298959519509,0.892111892296154,0.917355923545712,0.690496987460912,0.957363200156607,0.988852676453538,0.871235480177957,0.638344344271863,0.976365129744626,0.962922505730106,0.791638184010558,0.595776593136074,1,0.871552558463576,0.715476187925872,0.578892826581438,0.958663113678196,0.794571831131498,-0.706749824981583,-0.728730787627901,-0.67029559602702,-0.750258456151466,-0.648372620931189,-0.552251698648155,-0.562983335972405,-0.584263429012091,-0.0161153719177706,0.258260485091644,0.152923564057281,0.506828936408866,0.539897029280147,0.630729514980659,0.575478257969544,0.545882254256191,0.713897363643381,0.727681521572467,0.814101004462288,0.668183199496221,0.673299975722485,0.79568496192034,0.711697009335727,0.659692353237051,0.638865103716006,0.46993425143098,0.64602909731693,0.634786463163042,0.606917338718255,0.614538824540299,0.613061635688767,0.58970341455845,-0.571933022566688,-0.619152697367028,-0.241820294610471,-0.592887935090923,0.592387045208668,-0.00521359774303431,0.417418077944522,0.162618819343683,0.318509073047483,0.249419622930021,0.298034632043489,0.242072318232125,0.654329082593586,0.525292989174738,0.642123419471123,-0.827247255705404,-0.806966038101913,-0.848217156247872
"HL_5N2_t6_R4",-0.284280112242969,-0.407224063190738,-0.43377086233886,-0.369223033039512,-0.269694683712133,-0.205309032526601,-0.286148418538776,-0.269079256502729,0.865161645723632,0.891519479809996,0.905573342775243,0.860747581056459,0.941457739156912,0.902682771468515,0.889365712655648,0.947237834135038,0.958335731521649,0.919399043321187,0.72525736212206,0.880880275942764,0.995203882899417,0.887694303717286,0.752332900871947,0.966606214219707,0.98436914352788,0.849486895970077,0.871552558463576,1,0.958095741136748,0.833175586719633,0.963500861884727,0.986960853065062,-0.481673474288923,-0.490323630162831,-0.422963055715689,-0.536542349689889,-0.487939444034187,-0.315859937520002,-0.333657372927326,-0.322494600483306,0.299137484276011,0.50897933640051,0.466753333322589,0.758682581574878,0.78474714622804,0.831869768866998,0.829614230374992,0.806968259125964,0.938916070108312,0.732035661672616,0.979093306600007,0.926532913293764,0.933912715906206,0.887717934145612,0.962834858256193,0.916730786544948,0.913754882493391,0.791550459741343,0.934431730574245,0.897365455233787,0.851527323745323,0.892610983048469,0.918579560296792,0.845964310043188,-0.337467558723449,-0.400571841505934,-0.195813402294448,-0.561425949272745,0.259104492980602,-0.423991243143655,0.0104520601416895,-0.290824262861208,-0.127266959253701,-0.20893082859891,-0.15320345791116,-0.212114361806904,0.54759198815413,0.467366001122665,0.563639971472876,-0.72085594197273,-0.673717171584492,-0.720787578181718
