sgRNA	condition	time	group	reference_group	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	fitness
2B4	HL_5O2	4.2	21	18	2028.1400353209067	-0.44077852336892204	0.12156068490661827	-3.6259957214581653	2.878501197157238e-4	0.004605601915451581	-0.9719333870102037
2B4	HL_5O2	7.1	22	18	2028.1400353209067	-0.7341371550834719	0.12197311533979731	-6.018844013603202	1.7566704724442812e-9	2.81067275591085e-8	-0.9719333870102037
2B4	HL_5O2	8.8	23	18	2028.1400353209067	-0.7538223629387355	0.12162596476255919	-6.197873656421667	5.723105089599228e-10	9.156968143358765e-9	-0.9719333870102037
2B4	HL_5O2	9.6	24	18	2028.1400353209067	-0.7645282631608399	0.12502868384928192	-6.114822932011779	9.666423392758422e-10	7.733138714206738e-9	-0.9719333870102037
2B4	HL_5O2	11.2	25	18	2028.1400353209067	-0.7327685308068699	0.13090186499982684	-5.5978463775733	2.1703093217962703e-8	5.787491524790054e-8	-0.9719333870102037
2B4	LD_N2	0	5	5	NA	0	0	NA	1	1	-1.380010003333855
2B4	LD_N2	3.4	6	5	2028.1400353209067	-0.21030452448795509	0.17007335349297645	-1.23655187699136	0.21625349502979116	0.9459480587811423	-1.380010003333855
2B4	LD_N2	5.8	7	5	2028.1400353209067	-0.751421593222441	0.16979836757307756	-4.425375838192586	9.627451828183828e-6	1.5403922925094125e-4	-1.380010003333855
2B4	LD_N2	7.4	8	5	2028.1400353209067	-1.081089554583566	0.18210477939602035	-5.93663471200027	2.909318802989739e-9	4.654910084783582e-8	-1.380010003333855
2B4	LD_N2	9.5	9	5	2028.1400353209067	-1.4109739439555986	0.1857089867255693	-7.597768793174558	3.0127997989109845e-14	6.025599597821969e-14	-1.380010003333855
2B4	LD_N2	10.8	10	5	2028.1400353209067	-1.4471635843673083	0.17456130627466082	-8.290288467996973	1.129741405947784e-16	2.259482811895568e-16	-1.380010003333855
2B4	pool	0	1	1	NA	0	0	NA	1	1	0.779357304943281
2B4	pool	1	2	1	2028.1400353209067	0.779357304943281	0.14114734727050932	5.521586625709943	3.359521140541854e-8	5.375233824866966e-7	0.779357304943281
2I2	HL_5N2	0	26	26	NA	0	0	NA	1	1	-1.936445489116628
2I2	HL_5N2	2.2	27	26	2142.6050695172257	-0.07046382935902971	0.2867393287539724	-0.24574176714868776	0.805882137871006	0.9837356909970835	-1.936445489116628
2I2	HL_5N2	4.1	28	26	2142.6050695172257	-0.6101480803687989	0.2865127507165984	-2.1295669349540454	0.03320738330464375	0.10626362657485999	-1.936445489116628
2I2	HL_5N2	5.2	29	26	2142.6050695172257	-0.9381654121140696	0.2865983935185571	-3.2734496540481266	0.0010624331553948185	0.0033997860972634197	-1.936445489116628
2I2	HL_5N2	7.3	30	26	2142.6050695172257	-1.4789098028387506	0.2913955231854243	-5.07526603934019	3.8695421295334446e-7	8.844667724647873e-7	-1.936445489116628
2I2	HL_5N2	8.8	31	26	2142.6050695172257	-1.765544895175424	0.2879635116995501	-6.13114100725902	8.725102862265972e-10	1.9943092256607937e-9	-1.936445489116628
2I2	HL_5N2	10.01	32	26	2142.6050695172257	-1.7837556830677712	0.28751007221736635	-6.204150238323469	5.499323167094934e-10	1.759783413470379e-9	-1.936445489116628
2I2	HL_5N2	11.6	33	26	2142.6050695172257	-1.4075940533174758	0.28987104567747213	-4.855931885255105	1.1982188804903998e-6	1.91715020878464e-6	-1.936445489116628
2I2	HL_5O2	0	18	18	NA	0	0	NA	1	1	-1.2052629226932385
2I2	HL_5O2	2.3	19	18	2142.6050695172257	-0.17889437191810767	0.28658704093535775	-0.6242235215320112	0.5324808015774194	0.9930212054609951	-1.2052629226932385
2I2	HL_5O2	3.3	20	18	2142.6050695172257	-0.3895344911440373	0.28660126655382995	-1.3591513248629494	0.1740986418002552	0.5571156537608166	-1.2052629226932385
2I2	HL_5O2	4.2	21	18	2142.6050695172257	-0.535009577714072	0.2872278391347508	-1.8626661653889205	0.06250924899317396	0.20002959677815668	-1.2052629226932385
2I2	HL_5O2	7.1	22	18	2142.6050695172257	-0.9314526450499687	0.28745197613100837	-3.240376558154021	0.0011937194487939948	0.0038199022361407836	-1.2052629226932385
2I2	HL_5O2	8.8	23	18	2142.6050695172257	-1.0561686351966366	0.2873564767567724	-3.675464868991316	2.3741671106437806e-4	7.583452751982828e-4	-1.2052629226932385
2I2	HL_5O2	9.6	24	18	2142.6050695172257	-0.8769285380518527	0.28883699622462533	-3.036067226546959	0.0023968591701180315	0.0038349746721888507	-1.2052629226932385
2I2	HL_5O2	11.2	25	18	2142.6050695172257	-0.6910682073759233	0.29198360590274475	-2.3668048253575837	0.01794239203165958	0.023923189375546106	-1.2052629226932385
2I2	LD_N2	0	5	5	NA	0	0	NA	1	1	-1.4833021224182705
2I2	LD_N2	3.4	6	5	2142.6050695172257	-0.25283828823171123	0.4054476495816072	-0.6236027967916996	0.532888473424256	0.9459480587811423	-1.4833021224182705
2I2	LD_N2	5.8	7	5	2142.6050695172257	-0.9246720638899049	0.40537789177739236	-2.281012562958603	0.022547703487645333	0.09019081395058133	-1.4833021224182705
2I2	LD_N2	7.4	8	5	2142.6050695172257	-1.1196600560906453	0.4110159865658151	-2.72412775338936	0.006447156248675922	0.011461611108757194	-1.4833021224182705
2I2	LD_N2	9.5	9	5	2142.6050695172257	-1.3584789199760912	0.41325673403296037	-3.287251744741665	0.001011703476407055	0.001618725562251288	-1.4833021224182705
2I2	LD_N2	10.8	10	5	2142.6050695172257	-1.6099554302766772	0.4074267790132241	-3.9515208945664857	7.765609047878767e-5	1.242497447660603e-4	-1.4833021224182705
2I2	pool	0	1	1	NA	0	0	NA	1	1	0.939185761467121
2I2	pool	1	2	1	2142.6050695172257	0.939185761467121	0.332104711311069	2.827980843028221	0.004684260955121317	0.014989635056388215	0.939185761467121
4x	HL_5N2	0	26	26	NA	0	0	NA	1	1	0.013190647887198915
4x	HL_5N2	2.2	27	26	2642.0247208014257	-0.015088373484764007	0.09194936155404333	-0.1640943800995921	0.8696568458767646	0.9837356909970835	0.013190647887198915
4x	HL_5N2	4.1	28	26	2642.0247208014257	-0.09952281837963313	0.09094690598131608	-1.0942958125489048	0.2738252612567764	0.6360557497204636	0.013190647887198915
4x	HL_5N2	5.2	29	26	2642.0247208014257	-0.04195385712763987	0.09105127480820419	-0.4607717708073167	0.6449623567770486	0.6879598472288518	0.013190647887198915
4x	HL_5N2	7.3	30	26	2642.0247208014257	0.15851001176309953	0.09517880807534633	1.6653918552711688	0.0958346032891399	0.0958346032891399	0.013190647887198915
4x	HL_5N2	8.8	31	26	2642.0247208014257	0.10207955319385133	0.09231368007313578	1.1057900964730092	0.2688173825444332	0.28673854138072874	0.013190647887198915
4x	HL_5N2	10.01	32	26	2642.0247208014257	-0.05996477858772788	0.0919505312669618	-0.6521417305750082	0.5143097456267101	0.5603374830981801	0.013190647887198915
4x	HL_5N2	11.6	33	26	2642.0247208014257	-0.01992176523928973	0.0953742929278298	-0.2088798210474245	0.8345420571675698	0.8345420571675698	0.013190647887198915
4x	HL_5O2	0	18	18	NA	0	0	NA	1	1	-0.22795175141522145
4x	HL_5O2	2.3	19	18	2642.0247208014257	-0.04705875319633094	0.09146786391353581	-0.5144840076380857	0.6069136386211186	0.9930212054609951	-0.22795175141522145
4x	HL_5O2	3.3	20	18	2642.0247208014257	-0.06011439243010829	0.09145626239647765	-0.65730209014559	0.5109866928059267	0.9966764345327775	-0.22795175141522145
4x	HL_5O2	4.2	21	18	2642.0247208014257	-0.14310360451968793	0.09340494320490965	-1.5320774212747015	0.12550333073222616	0.33467554861926974	-0.22795175141522145
4x	HL_5O2	7.1	22	18	2642.0247208014257	-0.15062279513102353	0.09342877961161389	-1.6121669977620043	0.10692560468975568	0.19440623000435336	-0.22795175141522145
4x	HL_5O2	8.8	23	18	2642.0247208014257	-0.07124858844649273	0.09294107430632897	-0.7665995791232311	0.44331962579320744	0.5066510009065227	-0.22795175141522145
4x	HL_5O2	9.6	24	18	2642.0247208014257	-0.20366829137610576	0.09651668241595289	-2.1101874440562223	0.03484221360480892	0.042882724436687905	-0.22795175141522145
4x	HL_5O2	11.2	25	18	2642.0247208014257	-0.2374777871806091	0.10245608118271107	-2.3178496038425704	0.020457496165404244	0.025178456818959073	-0.22795175141522145
4x	LD_N2	0	5	5	NA	0	0	NA	1	1	0.7848591851019592
4x	LD_N2	3.4	6	5	2642.0247208014257	-0.021271470316463637	0.1296294541509738	-0.16409442171753405	0.8696568131145279	0.9459480587811423	0.7848591851019592
4x	LD_N2	5.8	7	5	2642.0247208014257	0.026113545613232626	0.12889318704480132	0.20259833907401137	0.8394489883077886	0.8394489883077886	0.7848591851019592
4x	LD_N2	7.4	8	5	2642.0247208014257	0.3507212339900525	0.1357751399645508	2.583103461219937	0.009791595478817375	0.0156665527661078	0.7848591851019592
4x	LD_N2	9.5	9	5	2642.0247208014257	1.4253985437717984	0.13275177193301949	10.737322169160874	6.798781999335313e-27	1.8130085331560832e-26	0.7848591851019592
4x	LD_N2	10.8	10	5	2642.0247208014257	1.8087507153049291	0.1290540307280649	14.015453102090417	1.2539540771814548e-44	3.3438775391505463e-44	0.7848591851019592
4x	pool	0	1	1	NA	0	0	NA	1	1	0.05555799343620447
4x	pool	1	2	1	2642.0247208014257	0.05555799343620447	0.10837545837550913	0.5126436766126709	0.6082005950767644	0.8260445903799566	0.05555799343620447
A	HL_5N2	0	26	26	NA	0	0	NA	1	1	-0.025085810394859402
A	HL_5N2	2.2	27	26	2066.609252294365	-0.008836455986295538	0.08792003007408979	-0.10050560695724398	0.9199429316711037	0.9837356909970835	-0.025085810394859402
A	HL_5N2	4.1	28	26	2066.609252294365	-0.04132907945336281	0.08658117338523558	-0.47734487576730544	0.6331165604554776	0.7958102172512537	-0.025085810394859402
A	HL_5N2	5.2	29	26	2066.609252294365	-0.02832103727166236	0.08673401420068183	-0.3265274590673762	0.74402531743171	0.74402531743171	-0.025085810394859402
A	HL_5N2	7.3	30	26	2066.609252294365	0.20359612854688977	0.09140528233376562	2.2274000292834306	0.0259205504740381	0.03709748937123654	-0.025085810394859402
A	HL_5N2	8.8	31	26	2066.609252294365	0.010794969098045865	0.08853562024613514	0.12192797732748814	0.9029560582270084	0.9029560582270084	-0.025085810394859402
A	HL_5N2	10.01	32	26	2066.609252294365	-0.1547086819384956	0.08803819441617387	-1.7572904915241356	0.07886830768238892	0.0972468582532515	-0.025085810394859402
A	HL_5N2	11.6	33	26	2066.609252294365	-0.23218081320998077	0.09300542340263011	-2.4964223022225918	0.012545314883820472	0.01672708651176063	-0.025085810394859402
A	HL_5O2	0	18	18	NA	0	0	NA	1	1	-0.21139770811249126
A	HL_5O2	2.3	19	18	2066.609252294365	-0.004456985346382736	0.08737789346900528	-0.051008157434737425	0.9593190203189096	0.9930212054609951	-0.21139770811249126
A	HL_5O2	3.3	20	18	2066.609252294365	-0.0026875732224663916	0.08735662662245115	-0.030765533496180927	0.9754565276861954	0.9970919083904923	-0.21139770811249126
A	HL_5O2	4.2	21	18	2066.609252294365	-0.047520925672494635	0.08983606275035569	-0.5289738242931454	0.5968236081663936	0.734552133127869	-0.21139770811249126
A	HL_5O2	7.1	22	18	2066.609252294365	-0.11325870610637417	0.09001234951288435	-1.2582574137803428	0.20829867715874728	0.27773156954499634	-0.21139770811249126
A	HL_5O2	8.8	23	18	2066.609252294365	-0.11147530832433804	0.08952326393246118	-1.245210500908882	0.2130543836418838	0.28407251152251173	-0.21139770811249126
A	HL_5O2	9.6	24	18	2066.609252294365	-0.327096328446477	0.09456610314239199	-3.4589172819562513	5.423514394453504e-4	9.64180336791734e-4	-0.21139770811249126
A	HL_5O2	11.2	25	18	2066.609252294365	-0.3640942908543516	0.10229808184939142	-3.559150712037692	3.7205599133251503e-4	6.614328734800267e-4	-0.21139770811249126
A	LD_N2	0	5	5	NA	0	0	NA	1	1	1.0703035771197644
A	LD_N2	3.4	6	5	2066.609252294365	0.14228924849061914	0.12372749247841866	1.1500212736909554	0.25013510933240646	0.9459480587811423	1.0703035771197644
A	LD_N2	5.8	7	5	2066.609252294365	0.17468816601247641	0.12282567703459212	1.4222446823010628	0.1549552315258569	0.24792837044137106	1.0703035771197644
A	LD_N2	7.4	8	5	2066.609252294365	0.565831905301101	0.1306321668726279	4.331489853129451	1.4810377398775312e-5	7.898867946013499e-5	1.0703035771197644
A	LD_N2	9.5	9	5	2066.609252294365	1.573010344053532	0.12742984515341615	12.344128191945483	5.239875210935778e-35	1.676760067499449e-34	1.0703035771197644
A	LD_N2	10.8	10	5	2066.609252294365	1.9949500832322127	0.12299301124174847	16.220027976313595	3.6402889231844266e-59	1.1648924554190166e-58	1.0703035771197644
A	pool	0	1	1	NA	0	0	NA	1	1	-0.08903012610463847
A	pool	1	2	1	2066.609252294365	-0.08903012610463847	0.10354783990331903	-0.8597970386225775	0.3899009319857092	0.7798018639714184	-0.08903012610463847
A41	HL_5N2	0	26	26	NA	0	0	NA	1	1	0.2590259656839741
A41	HL_5N2	2.2	27	26	2993.3206324833304	-0.021726810055735006	0.08063770673078098	-0.2694373505470916	0.7875931469336882	0.9837356909970835	0.2590259656839741
A41	HL_5N2	4.1	28	26	2993.3206324833304	0.010190803408163992	0.07954100694228412	0.12812012067635198	0.898053913273343	0.898053913273343	0.2590259656839741
A41	HL_5N2	5.2	29	26	2993.3206324833304	0.09118143427708944	0.07963674889147704	1.1449668092471308	0.2522229066557542	0.3362972088743389	0.2590259656839741
A41	HL_5N2	7.3	30	26	2993.3206324833304	0.40190107952776927	0.08327372920968336	4.826264937838701	1.3911741588434025e-6	2.782348317686805e-6	0.2590259656839741
A41	HL_5N2	8.8	31	26	2993.3206324833304	0.30336464197309665	0.08078367333657437	3.7552716959176697	1.7315353788504374e-4	3.463070757700875e-4	0.2590259656839741
A41	HL_5N2	10.01	32	26	2993.3206324833304	0.14130223521897153	0.08044802221186857	1.7564413808314243	0.07901307233076683	0.0972468582532515	0.2590259656839741
A41	HL_5N2	11.6	33	26	2993.3206324833304	0.06718226326493917	0.08389817074605294	0.8007595716036493	0.42327084793722924	0.4753606532358746	0.2590259656839741
A41	HL_5O2	0	18	18	NA	0	0	NA	1	1	-0.08620743084416935
A41	HL_5O2	2.3	19	18	2993.3206324833304	0.0024006302888945033	0.0801615028897457	0.029947421172933038	0.9761089861650906	0.9930212054609951	-0.08620743084416935
A41	HL_5O2	3.3	20	18	2993.3206324833304	-0.0011966051458044563	0.08014629329567426	-0.014930261857400718	0.9880878171397255	0.9970919083904923	-0.08620743084416935
A41	HL_5O2	4.2	21	18	2993.3206324833304	-0.05503367079959395	0.08213042300784294	-0.6700765536583025	0.5028089904541968	0.734552133127869	-0.08620743084416935
A41	HL_5O2	7.1	22	18	2993.3206324833304	-0.09017284449085702	0.0822101305286392	-1.096858062516321	0.27270344384962886	0.33563500781492783	-0.08620743084416935
A41	HL_5O2	8.8	23	18	2993.3206324833304	0.025208576008018742	0.08165819172631744	0.3087084770687412	0.7575432948326954	0.7575432948326954	-0.08620743084416935
A41	HL_5O2	9.6	24	18	2993.3206324833304	-0.012684277231100492	0.08491015708852205	-0.14938468689766587	0.8812500942344698	0.8812500942344698	-0.08620743084416935
A41	HL_5O2	11.2	25	18	2993.3206324833304	-0.23739243537501648	0.09156110231973945	-2.592721465344761	0.009521985282422507	0.015235176451876012	-0.08620743084416935
A41	LD_N2	0	5	5	NA	0	0	NA	1	1	0.9251371107849929
A41	LD_N2	3.4	6	5	2993.3206324833304	0.0029610447406517	0.11359030333145798	0.026067759780615544	0.9792032922875457	0.9792032922875457	0.9251371107849929
A41	LD_N2	5.8	7	5	2993.3206324833304	0.10999384433427303	0.11278322515636685	0.9752677686045375	0.3294274540434977	0.47916720588145123	0.9251371107849929
A41	LD_N2	7.4	8	5	2993.3206324833304	0.4467302816584457	0.11948644465604367	3.7387528178984097	1.8493545142470898e-4	4.931612037992239e-4	0.9251371107849929
A41	LD_N2	9.5	9	5	2993.3206324833304	1.5423224215212816	0.11650012087600099	13.238805332767683	5.2375315116964605e-40	2.7933501395714455e-39	0.9251371107849929
A41	LD_N2	10.8	10	5	2993.3206324833304	2.0288716033357264	0.1128609272707899	17.97674051062691	2.9641374823669913e-72	1.580873323929062e-71	0.9251371107849929
A41	pool	0	1	1	NA	0	0	NA	1	1	0.03470372034009104
A41	pool	1	2	1	2993.3206324833304	0.03470372034009104	0.09508822884408914	0.364963368883364	0.715138750349049	0.880170769660368	0.03470372034009104
B	HL_5N2	0	26	26	NA	0	0	NA	1	1	0.19682126595242364
B	HL_5N2	2.2	27	26	2525.286651298405	0.09915617085062654	0.08884120789067726	1.1161056136544458	0.26437692953031133	0.9837356909970835	0.19682126595242364
B	HL_5N2	4.1	28	26	2525.286651298405	-0.023536349086786673	0.08767776583749701	-0.2684414784291974	0.788359515536214	0.8624531203624535	0.19682126595242364
B	HL_5N2	5.2	29	26	2525.286651298405	0.1368351732111541	0.08776542639965078	1.5591011042099667	0.11897245235819416	0.23794490471638832	0.19682126595242364
B	HL_5N2	7.3	30	26	2525.286651298405	0.346117629020308	0.09210098087776056	3.7580232666543116	1.7126096003971402e-4	3.0446392895949157e-4	0.19682126595242364
B	HL_5N2	8.8	31	26	2525.286651298405	0.1972821987857972	0.08928661591118887	2.2095383140293814	0.027137220517204616	0.033399656021174916	0.19682126595242364
B	HL_5N2	10.01	32	26	2525.286651298405	-0.05650535825225812	0.08896075141952892	-0.635171773513751	0.5253163904045438	0.5603374830981801	0.19682126595242364
B	HL_5N2	11.6	33	26	2525.286651298405	-0.07114486951640529	0.09328197797569684	-0.7626861164429958	0.44565061240863246	0.4753606532358746	0.19682126595242364
B	HL_5O2	0	18	18	NA	0	0	NA	1	1	0.10439631287071961
B	HL_5O2	2.3	19	18	2525.286651298405	0.010592840649529763	0.08828717808345111	0.11998164262898017	0.9044976899576517	0.9930212054609951	0.10439631287071961
B	HL_5O2	3.3	20	18	2525.286651298405	-0.019965959102497984	0.0882810244415636	-0.2261636544070031	0.8210741378210349	0.9970919083904923	0.10439631287071961
B	HL_5O2	4.2	21	18	2525.286651298405	-0.0071612713996464265	0.09042532383692048	-0.07919541889130059	0.9368771883446508	0.9368771883446508	0.10439631287071961
B	HL_5O2	7.1	22	18	2525.286651298405	0.0787870626565125	0.09029588054638153	0.8725432675308217	0.38291207483173634	0.43314474154709715	0.10439631287071961
B	HL_5O2	8.8	23	18	2525.286651298405	0.0615962321245934	0.08992534522552181	0.6849707606917443	0.4933623720016386	0.5262531968017479	0.10439631287071961
B	HL_5O2	9.6	24	18	2525.286651298405	0.20708677332639275	0.09291351260038504	2.228812231188153	0.0258264007887122	0.034435201051616265	0.10439631287071961
B	HL_5O2	11.2	25	18	2525.286651298405	0.11625697444201917	0.09885346381658251	1.1760536247645097	0.23957344802306949	0.25554501122460743	0.10439631287071961
B	LD_N2	0	5	5	NA	0	0	NA	1	1	1.1741712771645718
B	LD_N2	3.4	6	5	2525.286651298405	-0.05920396899617413	0.12506944217421512	-0.4733687779122428	0.6359501009305195	0.9459480587811423	1.1741712771645718
B	LD_N2	5.8	7	5	2525.286651298405	0.20137646810305312	0.12406661355776161	1.623131818692693	0.10456122903503576	0.23899709493722457	1.1741712771645718
B	LD_N2	7.4	8	5	2525.286651298405	0.7321589797610835	0.13019535247811664	5.623541592117472	1.870816933145074e-8	1.4966535465160593e-7	1.1741712771645718
B	LD_N2	9.5	9	5	2525.286651298405	1.883622172514486	0.12725880965828618	14.801507082868097	1.4323690320062872e-49	2.2917904512100595e-48	1.1741712771645718
B	LD_N2	10.8	10	5	2525.286651298405	2.3889410226751626	0.12400071231788977	19.265542737777537	1.045633890781685e-82	1.673014225250696e-81	1.1741712771645718
B	pool	0	1	1	NA	0	0	NA	1	1	0.3048481418987594
B	pool	1	2	1	2525.286651298405	0.3048481418987594	0.10545465437074651	2.890798359899849	0.0038426458395029684	0.014989635056388215	0.3048481418987594
E	HL_5N2	0	26	26	NA	0	0	NA	1	1	1.9286273584491787
E	HL_5N2	2.2	27	26	6643.955177322213	0.016721082185320552	0.5384736129889658	0.031052742013680055	0.9752274778854791	0.9837356909970835	1.9286273584491787
E	HL_5N2	4.1	28	26	6643.955177322213	0.30046142190733427	0.5382966957938957	0.5581706598889762	0.5767278538321845	0.7958102172512537	1.9286273584491787
E	HL_5N2	5.2	29	26	6643.955177322213	0.5031518073435259	0.5383041054159037	0.9346980680275169	0.3499439228323512	0.43070021271673997	1.9286273584491787
E	HL_5N2	7.3	30	26	6643.955177322213	1.0694821372845311	0.5389245853010091	1.9844745748371941	0.047202959720255344	0.053946239680291816	1.9286273584491787
E	HL_5N2	8.8	31	26	6643.955177322213	1.7188344772736195	0.5383474895012511	3.1927974232145555	0.0014090175633809591	0.0021962811386831297	1.9286273584491787
E	HL_5N2	10.01	32	26	6643.955177322213	2.38321585425306	0.5382944216180396	4.427346371321178	9.539947345003851e-6	1.387628704727833e-5	1.9286273584491787
E	HL_5N2	11.6	33	26	6643.955177322213	2.8999178316257757	0.538375191114186	5.386425451039629	7.187271968116149e-8	1.277737238776204e-7	1.9286273584491787
E	HL_5O2	0	18	18	NA	0	0	NA	1	1	1.919076536973158
E	HL_5O2	2.3	19	18	6643.955177322213	-0.023008798407920673	0.5383954493854696	-0.04273587088112124	0.9659120848509585	0.9930212054609951	1.919076536973158
E	HL_5O2	3.3	20	18	6643.955177322213	0.13900746240101872	0.538384429464089	0.2581936898498115	0.7962574276404415	0.9970919083904923	1.919076536973158
E	HL_5O2	4.2	21	18	6643.955177322213	0.30482962944705605	0.5386240899780839	0.5659413218214197	0.5714336700980274	0.734552133127869	1.919076536973158
E	HL_5O2	7.1	22	18	6643.955177322213	0.8432738933710529	0.5385243866994989	1.565897319041202	0.11737265760313831	0.19440623000435336	1.919076536973158
E	HL_5O2	8.8	23	18	6643.955177322213	1.7599003689974335	0.5384072426853629	3.2687160005867395	0.0010803668057726196	0.002160733611545239	1.919076536973158
E	HL_5O2	9.6	24	18	6643.955177322213	2.693831158108607	0.5384638609490081	5.002807715564981	5.650129113348237e-7	1.506701096892863e-6	1.919076536973158
E	HL_5O2	11.2	25	18	6643.955177322213	3.3769461668272993	0.5385788384818795	6.270105554733779	3.6080343231993873e-10	2.2328367214655537e-9	1.919076536973158
